,METRIC,PRODUCT,y,ds,y_total,Contribution,Key
467,MOTRX,COSENTYX SC,22895.0,2023-12-15,454662.0,5.0356088698857615,Others
468,MOTRX,COSENTYX SC,22465.0,2023-12-22,458225.0,4.902613344972448,Others
469,MOTRX,COSENTYX SC,20174.0,2023-12-29,392406.0,5.141103856719826,Others
470,MOTRX,COSENTYX SC,18859.0,2024-01-05,379147.0,4.9740601930122095,Others
471,MOTRX,COSENTYX SC,22120.0,2024-01-12,441866.0,5.006042555887984,Others
472,MOTRX,COSENTYX SC,16341.0,2024-01-19,359151.0,4.549896840047779,Others
473,MOTRX,COSENTYX SC,22663.0,2024-01-26,440552.0,5.144228150138916,Others
474,MOTRX,COSENTYX SC,22282.0,2024-02-02,442152.0,5.039443449311549,Others
475,MOTRX,CYLTEZO,0.0,2023-07-21,441236.0,0.0,Others
476,MOTRX,CYLTEZO,0.0,2023-07-28,439495.0,0.0,Others
477,MOTRX,CYLTEZO,0.0,2023-08-04,427894.0,0.0,Others
478,MOTRX,CYLTEZO,3.0,2023-08-11,431493.0,0.0006952604097864855,Others
479,MOTRX,CYLTEZO,0.0,2023-08-18,421008.0,0.0,Others
480,MOTRX,CYLTEZO,0.0,2023-08-25,434762.0,0.0,Others
481,MOTRX,CYLTEZO,7.0,2023-09-01,436752.0,0.0016027402278638678,Others
482,MOTRX,CYLTEZO,3.0,2023-09-08,387258.0,0.0007746773468850223,Others
483,MOTRX,CYLTEZO,0.0,2023-09-15,443434.0,0.0,Others
484,MOTRX,CYLTEZO,13.0,2023-09-22,440829.0,0.0029489892906319685,Others
485,MOTRX,CYLTEZO,6.0,2023-09-29,432855.0,0.0013861454759677028,Others
486,MOTRX,CYLTEZO,0.0,2023-10-06,447370.0,0.0,Others
487,MOTRX,CYLTEZO,10.0,2023-10-13,437032.0,0.0022881619652565487,Others
488,MOTRX,CYLTEZO,12.0,2023-10-20,439351.0,0.0027313013968330558,Others
489,MOTRX,CYLTEZO,6.0,2023-10-27,442507.0,0.0013559107539541746,Others
490,MOTRX,CYLTEZO,7.0,2023-11-03,434220.0,0.0016120860393348993,Others
491,MOTRX,CYLTEZO,11.0,2023-11-10,445011.0,0.0024718490104738986,Others
492,MOTRX,CYLTEZO,29.0,2023-11-17,461265.0,0.006287058415444484,Others
493,MOTRX,CYLTEZO,4.0,2023-11-24,333272.0,0.0012002208406346768,Others
494,MOTRX,CYLTEZO,17.0,2023-12-01,503893.0,0.0033737321217004405,Others
495,MOTRX,CYLTEZO,27.0,2023-12-08,468886.0,0.0057583293167209094,Others
496,MOTRX,CYLTEZO,15.0,2023-12-15,454662.0,0.003299154096889558,Others
497,MOTRX,CYLTEZO,25.0,2023-12-22,458225.0,0.00545583501554913,Others
498,MOTRX,CYLTEZO,25.0,2023-12-29,392406.0,0.006370952533855241,Others
499,MOTRX,CYLTEZO,22.0,2024-01-05,379147.0,0.005802498766969012,Others
500,MOTRX,CYLTEZO,24.0,2024-01-12,441866.0,0.0054315109105475415,Others
501,MOTRX,CYLTEZO,37.0,2024-01-19,359151.0,0.010302073501117915,Others
502,MOTRX,CYLTEZO,38.0,2024-01-26,440552.0,0.008625542501225736,Others
503,MOTRX,CYLTEZO,38.0,2024-02-02,442152.0,0.00859432955182833,Others
504,MOTRX,ENBREL,29014.0,2023-01-06,353211.0,8.214353460113077,MOTRX_ENBREL
505,MOTRX,ENBREL,33382.0,2023-01-13,411576.0,8.110774194802419,MOTRX_ENBREL
506,MOTRX,ENBREL,32056.0,2023-01-20,383889.0,8.35033043405776,MOTRX_ENBREL
507,MOTRX,ENBREL,31818.0,2023-01-27,389171.0,8.175840440320579,MOTRX_ENBREL
508,MOTRX,ENBREL,30754.0,2023-02-03,375365.0,8.193092057064458,MOTRX_ENBREL
509,MOTRX,ENBREL,35314.0,2023-02-10,422975.0,8.34895679413677,MOTRX_ENBREL
510,MOTRX,ENBREL,34182.0,2023-02-17,396175.0,8.628005300687827,MOTRX_ENBREL
511,MOTRX,ENBREL,31260.0,2023-02-24,380098.0,8.224194812916668,MOTRX_ENBREL
512,MOTRX,ENBREL,35772.0,2023-03-03,422189.0,8.47298247941088,MOTRX_ENBREL
513,MOTRX,ENBREL,32692.0,2023-03-10,410314.0,7.967556554248698,MOTRX_ENBREL
514,MOTRX,ENBREL,35108.0,2023-03-17,405943.0,8.648504839349366,MOTRX_ENBREL
515,MOTRX,ENBREL,33152.0,2023-03-24,405660.0,8.172361090568456,MOTRX_ENBREL
516,MOTRX,ENBREL,33704.0,2023-03-31,411993.0,8.180721517113154,MOTRX_ENBREL
517,MOTRX,ENBREL,34140.0,2023-04-07,408075.0,8.366109171108253,MOTRX_ENBREL
518,MOTRX,ENBREL,32932.0,2023-04-14,411568.0,8.001593904287992,MOTRX_ENBREL
519,MOTRX,ENBREL,34010.0,2023-04-21,409303.0,8.309247672262359,MOTRX_ENBREL
520,MOTRX,ENBREL,34124.0,2023-04-28,421097.0,8.103596083562694,MOTRX_ENBREL
521,MOTRX,ENBREL,35876.0,2023-05-05,429126.0,8.360248505101065,MOTRX_ENBREL
522,MOTRX,ENBREL,34382.0,2023-05-12,422934.0,8.129400804853711,MOTRX_ENBREL
523,MOTRX,ENBREL,34548.0,2023-05-19,421631.0,8.193894661445672,MOTRX_ENBREL
524,MOTRX,ENBREL,36270.0,2023-05-26,442642.0,8.193980688682952,MOTRX_ENBREL
525,MOTRX,ENBREL,30498.0,2023-06-02,378989.0,8.047199259081399,MOTRX_ENBREL
526,MOTRX,ENBREL,36570.0,2023-06-09,443861.0,8.239065833673155,MOTRX_ENBREL
527,MOTRX,ENBREL,33612.0,2023-06-16,423895.0,7.9293221198645885,MOTRX_ENBREL
528,MOTRX,ENBREL,33328.0,2023-06-23,417794.0,7.97713705797594,MOTRX_ENBREL
529,MOTRX,ENBREL,35822.0,2023-06-30,454039.0,7.889630626443984,MOTRX_ENBREL
530,MOTRX,ENBREL,27354.0,2023-07-07,365711.0,7.479676575219231,MOTRX_ENBREL
531,MOTRX,ENBREL,34608.0,2023-07-14,437561.0,7.909297217987891,MOTRX_ENBREL
532,MOTRX,ENBREL,35310.0,2023-07-21,441236.0,8.002520193275254,MOTRX_ENBREL
533,MOTRX,ENBREL,35358.0,2023-07-28,439495.0,8.045142720622533,MOTRX_ENBREL
534,MOTRX,ENBREL,33830.0,2023-08-04,427894.0,7.90616367605061,MOTRX_ENBREL
535,MOTRX,ENBREL,33776.0,2023-08-11,431493.0,7.827705200316112,MOTRX_ENBREL
536,MOTRX,ENBREL,33556.0,2023-08-18,421008.0,7.970394861855357,MOTRX_ENBREL
537,MOTRX,ENBREL,34758.0,2023-08-25,434762.0,7.994718949678214,MOTRX_ENBREL
538,MOTRX,ENBREL,34886.0,2023-09-01,436752.0,7.987599369894127,MOTRX_ENBREL
539,MOTRX,ENBREL,30702.0,2023-09-08,387258.0,7.928047968021319,MOTRX_ENBREL
540,MOTRX,ENBREL,35866.0,2023-09-15,443434.0,8.088238610480929,MOTRX_ENBREL
541,MOTRX,ENBREL,34976.0,2023-09-22,440829.0,7.934142263780286,MOTRX_ENBREL
542,MOTRX,ENBREL,33376.0,2023-09-29,432855.0,7.710665234316341,MOTRX_ENBREL
543,MOTRX,ENBREL,35048.0,2023-10-06,447370.0,7.834231173301741,MOTRX_ENBREL
544,MOTRX,ENBREL,34138.0,2023-10-13,437032.0,7.811327316992806,MOTRX_ENBREL
545,MOTRX,ENBREL,33966.0,2023-10-20,439351.0,7.730948603735966,MOTRX_ENBREL
546,MOTRX,ENBREL,34142.0,2023-10-27,442507.0,7.715584160250573,MOTRX_ENBREL
547,MOTRX,ENBREL,34164.0,2023-11-03,434220.0,7.8679010639767855,MOTRX_ENBREL
548,MOTRX,ENBREL,34648.0,2023-11-10,445011.0,7.785874955899967,MOTRX_ENBREL
549,MOTRX,ENBREL,35662.0,2023-11-17,461265.0,7.7313474900545245,MOTRX_ENBREL
550,MOTRX,ENBREL,24360.0,2023-11-24,333272.0,7.309344919465182,MOTRX_ENBREL
551,MOTRX,ENBREL,41282.0,2023-12-01,503893.0,8.192612320472799,MOTRX_ENBREL
552,MOTRX,ENBREL,36572.0,2023-12-08,468886.0,7.799763695226558,MOTRX_ENBREL
553,MOTRX,ENBREL,35094.0,2023-12-15,454662.0,7.718700925082808,MOTRX_ENBREL
554,MOTRX,ENBREL,35184.0,2023-12-22,458225.0,7.678323967483223,MOTRX_ENBREL
555,MOTRX,ENBREL,30302.0,2023-12-29,392406.0,7.722104147235262,MOTRX_ENBREL
556,MOTRX,ENBREL,29858.0,2024-01-05,379147.0,7.875045826552762,MOTRX_ENBREL
557,MOTRX,ENBREL,32898.0,2024-01-12,441866.0,7.4452435806330435,MOTRX_ENBREL
558,MOTRX,ENBREL,26120.0,2024-01-19,359151.0,7.27270702295135,MOTRX_ENBREL
559,MOTRX,ENBREL,31792.0,2024-01-26,440552.0,7.2164012420781205,MOTRX_ENBREL
560,MOTRX,ENBREL,33322.0,2024-02-02,442152.0,7.5363223506848325,MOTRX_ENBREL
561,MOTRX,HADLIMA,0.0,2023-07-14,437561.0,0.0,Others
562,MOTRX,HADLIMA,0.0,2023-07-21,441236.0,0.0,Others
563,MOTRX,HADLIMA,2.0,2023-07-28,439495.0,0.00045506774821101487,Others
564,MOTRX,HADLIMA,1.0,2023-08-04,427894.0,0.000233702739463512,Others
565,MOTRX,HADLIMA,1.0,2023-08-11,431493.0,0.0002317534699288285,Others
566,MOTRX,HADLIMA,12.0,2023-08-18,421008.0,0.0028503021320259946,Others
567,MOTRX,HADLIMA,7.0,2023-08-25,434762.0,0.0016100763176174551,Others
568,MOTRX,HADLIMA,6.0,2023-09-01,436752.0,0.0013737773381690295,Others
569,MOTRX,HADLIMA,6.0,2023-09-08,387258.0,0.0015493546937700446,Others
570,MOTRX,HADLIMA,14.0,2023-09-15,443434.0,0.0031571778438279426,Others
571,MOTRX,HADLIMA,19.0,2023-09-22,440829.0,0.004310061270923646,Others
572,MOTRX,HADLIMA,55.0,2023-09-29,432855.0,0.01270633352970394,Others
573,MOTRX,HADLIMA,60.0,2023-10-06,447370.0,0.013411717370409281,Others
574,MOTRX,HADLIMA,41.0,2023-10-13,437032.0,0.00938146405755185,Others
575,MOTRX,HADLIMA,74.0,2023-10-20,439351.0,0.016843025280470512,Others
576,MOTRX,HADLIMA,137.0,2023-10-27,442507.0,0.03095996221528699,Others
577,MOTRX,HADLIMA,121.0,2023-11-03,434220.0,0.02786605867993183,Others
578,MOTRX,HADLIMA,158.0,2023-11-10,445011.0,0.03550474033226145,Others
579,MOTRX,HADLIMA,164.0,2023-11-17,461265.0,0.03555439931492743,Others
580,MOTRX,HADLIMA,134.0,2023-11-24,333272.0,0.040207398161261676,Others
581,MOTRX,HADLIMA,202.0,2023-12-01,503893.0,0.04008787579902876,Others
582,MOTRX,HADLIMA,201.0,2023-12-08,468886.0,0.04286756269114454,Others
583,MOTRX,HADLIMA,190.0,2023-12-15,454662.0,0.04178928522726773,Others
584,MOTRX,HADLIMA,186.0,2023-12-22,458225.0,0.04059141251568553,Others
585,MOTRX,HADLIMA,177.0,2023-12-29,392406.0,0.045106343939695114,Others
586,MOTRX,HADLIMA,198.0,2024-01-05,379147.0,0.052222488902721104,Others
587,MOTRX,HADLIMA,209.0,2024-01-12,441866.0,0.04729940751268484,Others
588,MOTRX,HADLIMA,159.0,2024-01-19,359151.0,0.04427107261291212,Others
589,MOTRX,HADLIMA,247.0,2024-01-26,440552.0,0.05606602625796728,Others
590,MOTRX,HADLIMA,248.0,2024-02-02,442152.0,0.05608930865403752,Others
591,MOTRX,HULIO,0.0,2023-08-11,431493.0,0.0,Others
592,MOTRX,HULIO,1.0,2023-08-25,434762.0,0.00023001090251677928,Others
593,MOTRX,HULIO,0.0,2023-09-08,387258.0,0.0,Others
594,MOTRX,HULIO,2.0,2023-09-15,443434.0,0.00045102540626113473,Others
595,MOTRX,HULIO,1.0,2023-09-22,440829.0,0.00022684533004861297,Others
596,MOTRX,HULIO,6.0,2023-09-29,432855.0,0.0013861454759677028,Others
597,MOTRX,HULIO,3.0,2023-10-06,447370.0,0.000670585868520464,Others
598,MOTRX,HULIO,3.0,2023-10-13,437032.0,0.0006864485895769646,Others
599,MOTRX,HULIO,8.0,2023-10-20,439351.0,0.0018208675978887041,Others
600,MOTRX,HULIO,18.0,2023-10-27,442507.0,0.004067732261862524,Others
601,MOTRX,HULIO,9.0,2023-11-03,434220.0,0.002072682050573442,Others
602,MOTRX,HULIO,3.0,2023-11-10,445011.0,0.0006741406392201541,Others
603,MOTRX,HULIO,9.0,2023-11-17,461265.0,0.0019511560599655296,Others
604,MOTRX,HULIO,8.0,2023-11-24,333272.0,0.0024004416812693536,Others
605,MOTRX,HULIO,20.0,2023-12-01,503893.0,0.0039690966137652245,Others
606,MOTRX,HULIO,9.0,2023-12-08,468886.0,0.0019194431055736363,Others
607,MOTRX,HULIO,10.0,2023-12-15,454662.0,0.0021994360645930383,Others
608,MOTRX,HULIO,7.0,2023-12-22,458225.0,0.0015276338043537564,Others
609,MOTRX,HULIO,16.0,2023-12-29,392406.0,0.0040774096216673545,Others
610,MOTRX,HULIO,11.0,2024-01-05,379147.0,0.002901249383484506,Others
611,MOTRX,HULIO,9.0,2024-01-12,441866.0,0.002036816591455328,Others
612,MOTRX,HULIO,5.0,2024-01-19,359151.0,0.0013921720947456641,Others
613,MOTRX,HULIO,15.0,2024-01-26,440552.0,0.0034048194083785796,Others
614,MOTRX,HULIO,14.0,2024-02-02,442152.0,0.00316633194014728,Others
615,MOTRX,HUMIRA,41015.0,2023-01-06,353211.0,11.61203926265037,MOTRX_HUMIRA
616,MOTRX,HUMIRA,47627.0,2023-01-13,411576.0,11.571860361148365,MOTRX_HUMIRA
617,MOTRX,HUMIRA,41898.0,2023-01-20,383889.0,10.914092354821316,MOTRX_HUMIRA
618,MOTRX,HUMIRA,43051.0,2023-01-27,389171.0,11.062232283494916,MOTRX_HUMIRA
619,MOTRX,HUMIRA,42863.0,2023-02-03,375365.0,11.41901882168023,MOTRX_HUMIRA
620,MOTRX,HUMIRA,48026.0,2023-02-10,422975.0,11.354335362610083,MOTRX_HUMIRA
621,MOTRX,HUMIRA,44205.0,2023-02-17,396175.0,11.157947876569697,MOTRX_HUMIRA
622,MOTRX,HUMIRA,42912.0,2023-02-24,380098.0,11.289720019573899,MOTRX_HUMIRA
623,MOTRX,HUMIRA,47988.0,2023-03-03,422189.0,11.366473309347235,MOTRX_HUMIRA
624,MOTRX,HUMIRA,46080.0,2023-03-10,410314.0,11.230423529297076,MOTRX_HUMIRA
625,MOTRX,HUMIRA,45728.0,2023-03-17,405943.0,11.264635675451974,MOTRX_HUMIRA
626,MOTRX,HUMIRA,45540.0,2023-03-24,405660.0,11.226149977813932,MOTRX_HUMIRA
627,MOTRX,HUMIRA,46529.0,2023-03-31,411993.0,11.293638484149003,MOTRX_HUMIRA
628,MOTRX,HUMIRA,46008.0,2023-04-07,408075.0,11.274398088586658,MOTRX_HUMIRA
629,MOTRX,HUMIRA,46236.0,2023-04-14,411568.0,11.234109551763014,MOTRX_HUMIRA
630,MOTRX,HUMIRA,45901.0,2023-04-21,409303.0,11.21443038531357,MOTRX_HUMIRA
631,MOTRX,HUMIRA,46565.0,2023-04-28,421097.0,11.058022260904258,MOTRX_HUMIRA
632,MOTRX,HUMIRA,47575.0,2023-05-05,429126.0,11.086487418613647,MOTRX_HUMIRA
633,MOTRX,HUMIRA,46358.0,2023-05-12,422934.0,10.961048295951613,MOTRX_HUMIRA
634,MOTRX,HUMIRA,47046.0,2023-05-19,421631.0,11.158097957692863,MOTRX_HUMIRA
635,MOTRX,HUMIRA,48203.0,2023-05-26,442642.0,10.889838741014184,MOTRX_HUMIRA
636,MOTRX,HUMIRA,41987.0,2023-06-02,378989.0,11.078685661061403,MOTRX_HUMIRA
637,MOTRX,HUMIRA,48106.0,2023-06-09,443861.0,10.838077686482931,MOTRX_HUMIRA
638,MOTRX,HUMIRA,46065.0,2023-06-16,423895.0,10.867077932035055,MOTRX_HUMIRA
639,MOTRX,HUMIRA,45176.0,2023-06-23,417794.0,10.812984389435943,MOTRX_HUMIRA
640,MOTRX,HUMIRA,51113.0,2023-06-30,454039.0,11.25740299842084,MOTRX_HUMIRA
641,MOTRX,HUMIRA,39462.0,2023-07-07,365711.0,10.79048757078677,MOTRX_HUMIRA
642,MOTRX,HUMIRA,46979.0,2023-07-14,437561.0,10.736560159612031,MOTRX_HUMIRA
643,MOTRX,HUMIRA,47743.0,2023-07-21,441236.0,10.820286649321451,MOTRX_HUMIRA
644,MOTRX,HUMIRA,47596.0,2023-07-28,439495.0,10.829702271925733,MOTRX_HUMIRA
645,MOTRX,HUMIRA,46111.0,2023-08-04,427894.0,10.776267019402,MOTRX_HUMIRA
646,MOTRX,HUMIRA,46156.0,2023-08-11,431493.0,10.696813158035008,MOTRX_HUMIRA
647,MOTRX,HUMIRA,44276.0,2023-08-18,421008.0,10.516664766465246,MOTRX_HUMIRA
648,MOTRX,HUMIRA,47062.0,2023-08-25,434762.0,10.824773094244668,MOTRX_HUMIRA
649,MOTRX,HUMIRA,46579.0,2023-09-01,436752.0,10.66486243909587,MOTRX_HUMIRA
650,MOTRX,HUMIRA,41350.0,2023-09-08,387258.0,10.677636097898558,MOTRX_HUMIRA
651,MOTRX,HUMIRA,46584.0,2023-09-15,443434.0,10.505283762634349,MOTRX_HUMIRA
652,MOTRX,HUMIRA,46446.0,2023-09-22,440829.0,10.536058199437877,MOTRX_HUMIRA
653,MOTRX,HUMIRA,44846.0,2023-09-29,432855.0,10.3605133358746,MOTRX_HUMIRA
654,MOTRX,HUMIRA,46155.0,2023-10-06,447370.0,10.316963587187338,MOTRX_HUMIRA
655,MOTRX,HUMIRA,45492.0,2023-10-13,437032.0,10.409306412345092,MOTRX_HUMIRA
656,MOTRX,HUMIRA,46744.0,2023-10-20,439351.0,10.639329374463697,MOTRX_HUMIRA
657,MOTRX,HUMIRA,45349.0,2023-10-27,442507.0,10.248199463511313,MOTRX_HUMIRA
658,MOTRX,HUMIRA,45523.0,2023-11-03,434220.0,10.483856109806089,MOTRX_HUMIRA
659,MOTRX,HUMIRA,46095.0,2023-11-10,445011.0,10.358170921617669,MOTRX_HUMIRA
660,MOTRX,HUMIRA,47658.0,2023-11-17,461265.0,10.3320217228708,MOTRX_HUMIRA
661,MOTRX,HUMIRA,32461.0,2023-11-24,333272.0,9.74009217696056,MOTRX_HUMIRA
662,MOTRX,HUMIRA,54318.0,2023-12-01,503893.0,10.77966949332497,MOTRX_HUMIRA
663,MOTRX,HUMIRA,48407.0,2023-12-08,468886.0,10.323831379055889,MOTRX_HUMIRA
664,MOTRX,HUMIRA,45768.0,2023-12-15,454662.0,10.066378980429418,MOTRX_HUMIRA
665,MOTRX,HUMIRA,46610.0,2023-12-22,458225.0,10.171858802989798,MOTRX_HUMIRA
666,MOTRX,HUMIRA,40687.0,2023-12-29,392406.0,10.368597829798729,MOTRX_HUMIRA
667,MOTRX,HUMIRA,39520.0,2024-01-05,379147.0,10.423397785027971,MOTRX_HUMIRA
668,MOTRX,HUMIRA,44238.0,2024-01-12,441866.0,10.011632485866755,MOTRX_HUMIRA
669,MOTRX,HUMIRA,34345.0,2024-01-19,359151.0,9.562830118807966,MOTRX_HUMIRA
670,MOTRX,HUMIRA,44152.0,2024-01-26,440552.0,10.02197243458207,MOTRX_HUMIRA
671,MOTRX,HUMIRA,44340.0,2024-02-02,442152.0,10.028225587580742,MOTRX_HUMIRA
672,MOTRX,HUMIRA MOLECULE,41015.0,2023-01-06,353211.0,11.61203926265037,MOTRX_HUMIRA MOLECULE
673,MOTRX,HUMIRA MOLECULE,47627.0,2023-01-13,411576.0,11.571860361148365,MOTRX_HUMIRA MOLECULE
674,MOTRX,HUMIRA MOLECULE,41898.0,2023-01-20,383889.0,10.914092354821316,MOTRX_HUMIRA MOLECULE
675,MOTRX,HUMIRA MOLECULE,43051.0,2023-01-27,389171.0,11.062232283494916,MOTRX_HUMIRA MOLECULE
676,MOTRX,HUMIRA MOLECULE,42863.0,2023-02-03,375365.0,11.41901882168023,MOTRX_HUMIRA MOLECULE
677,MOTRX,HUMIRA MOLECULE,48028.0,2023-02-10,422975.0,11.35480820379455,MOTRX_HUMIRA MOLECULE
678,MOTRX,HUMIRA MOLECULE,44211.0,2023-02-17,396175.0,11.159462358806083,MOTRX_HUMIRA MOLECULE
679,MOTRX,HUMIRA MOLECULE,42913.0,2023-02-24,380098.0,11.289983109619097,MOTRX_HUMIRA MOLECULE
680,MOTRX,HUMIRA MOLECULE,47993.0,2023-03-03,422189.0,11.367657613059553,MOTRX_HUMIRA MOLECULE
681,MOTRX,HUMIRA MOLECULE,46094.0,2023-03-10,410314.0,11.233835550334621,MOTRX_HUMIRA MOLECULE
682,MOTRX,HUMIRA MOLECULE,45745.0,2023-03-17,405943.0,11.268823455509763,MOTRX_HUMIRA MOLECULE
683,MOTRX,HUMIRA MOLECULE,45575.0,2023-03-24,405660.0,11.234777892816645,MOTRX_HUMIRA MOLECULE
684,MOTRX,HUMIRA MOLECULE,46549.0,2023-03-31,411993.0,11.298492935559585,MOTRX_HUMIRA MOLECULE
685,MOTRX,HUMIRA MOLECULE,46044.0,2023-04-07,408075.0,11.283219996324204,MOTRX_HUMIRA MOLECULE
686,MOTRX,HUMIRA MOLECULE,46265.0,2023-04-14,411568.0,11.241155774987366,MOTRX_HUMIRA MOLECULE
687,MOTRX,HUMIRA MOLECULE,45964.0,2023-04-21,409303.0,11.229822405406264,MOTRX_HUMIRA MOLECULE
688,MOTRX,HUMIRA MOLECULE,46601.0,2023-04-28,421097.0,11.066571360042936,MOTRX_HUMIRA MOLECULE
689,MOTRX,HUMIRA MOLECULE,47620.0,2023-05-05,429126.0,11.096973849172505,MOTRX_HUMIRA MOLECULE
690,MOTRX,HUMIRA MOLECULE,46393.0,2023-05-12,422934.0,10.969323818846439,MOTRX_HUMIRA MOLECULE
691,MOTRX,HUMIRA MOLECULE,47134.0,2023-05-19,421631.0,11.178969288311343,MOTRX_HUMIRA MOLECULE
692,MOTRX,HUMIRA MOLECULE,48256.0,2023-05-26,442642.0,10.901812299781763,MOTRX_HUMIRA MOLECULE
693,MOTRX,HUMIRA MOLECULE,42030.0,2023-06-02,378989.0,11.090031636802124,MOTRX_HUMIRA MOLECULE
694,MOTRX,HUMIRA MOLECULE,48203.0,2023-06-09,443861.0,10.859931374912417,MOTRX_HUMIRA MOLECULE
695,MOTRX,HUMIRA MOLECULE,46153.0,2023-06-16,423895.0,10.887837790018756,MOTRX_HUMIRA MOLECULE
696,MOTRX,HUMIRA MOLECULE,45265.0,2023-06-23,417794.0,10.83428675375903,MOTRX_HUMIRA MOLECULE
697,MOTRX,HUMIRA MOLECULE,51197.0,2023-06-30,454039.0,11.275903611804273,MOTRX_HUMIRA MOLECULE
698,MOTRX,HUMIRA MOLECULE,39621.0,2023-07-07,365711.0,10.833964523900018,MOTRX_HUMIRA MOLECULE
699,MOTRX,HUMIRA MOLECULE,47175.0,2023-07-14,437561.0,10.781353914082835,MOTRX_HUMIRA MOLECULE
700,MOTRX,HUMIRA MOLECULE,47903.0,2023-07-21,441236.0,10.856548423066116,MOTRX_HUMIRA MOLECULE
701,MOTRX,HUMIRA MOLECULE,47776.0,2023-07-28,439495.0,10.870658369264724,MOTRX_HUMIRA MOLECULE
702,MOTRX,HUMIRA MOLECULE,46302.0,2023-08-04,427894.0,10.820904242639532,MOTRX_HUMIRA MOLECULE
703,MOTRX,HUMIRA MOLECULE,46392.0,2023-08-11,431493.0,10.751506976938211,MOTRX_HUMIRA MOLECULE
704,MOTRX,HUMIRA MOLECULE,44540.0,2023-08-18,421008.0,10.579371413369817,MOTRX_HUMIRA MOLECULE
705,MOTRX,HUMIRA MOLECULE,47223.0,2023-08-25,434762.0,10.86180484954987,MOTRX_HUMIRA MOLECULE
706,MOTRX,HUMIRA MOLECULE,46893.0,2023-09-01,436752.0,10.73675678646005,MOTRX_HUMIRA MOLECULE
707,MOTRX,HUMIRA MOLECULE,41601.0,2023-09-08,387258.0,10.742450769254605,MOTRX_HUMIRA MOLECULE
708,MOTRX,HUMIRA MOLECULE,46827.0,2023-09-15,443434.0,10.560083349495077,MOTRX_HUMIRA MOLECULE
709,MOTRX,HUMIRA MOLECULE,46746.0,2023-09-22,440829.0,10.604111798452461,MOTRX_HUMIRA MOLECULE
710,MOTRX,HUMIRA MOLECULE,45238.0,2023-09-29,432855.0,10.451074840304491,MOTRX_HUMIRA MOLECULE
711,MOTRX,HUMIRA MOLECULE,46571.0,2023-10-06,447370.0,10.409951494288844,MOTRX_HUMIRA MOLECULE
712,MOTRX,HUMIRA MOLECULE,45831.0,2023-10-13,437032.0,10.48687510296729,MOTRX_HUMIRA MOLECULE
713,MOTRX,HUMIRA MOLECULE,47156.0,2023-10-20,439351.0,10.733104055754966,MOTRX_HUMIRA MOLECULE
714,MOTRX,HUMIRA MOLECULE,45883.0,2023-10-27,442507.0,10.368875520613233,MOTRX_HUMIRA MOLECULE
715,MOTRX,HUMIRA MOLECULE,46008.0,2023-11-03,434220.0,10.595550642531435,MOTRX_HUMIRA MOLECULE
716,MOTRX,HUMIRA MOLECULE,46622.0,2023-11-10,445011.0,10.476594960574008,MOTRX_HUMIRA MOLECULE
717,MOTRX,HUMIRA MOLECULE,48160.0,2023-11-17,461265.0,10.440852871993322,MOTRX_HUMIRA MOLECULE
718,MOTRX,HUMIRA MOLECULE,32950.0,2023-11-24,333272.0,9.88681917472815,MOTRX_HUMIRA MOLECULE
719,MOTRX,HUMIRA MOLECULE,54954.0,2023-12-01,503893.0,10.905886765642705,MOTRX_HUMIRA MOLECULE
720,MOTRX,HUMIRA MOLECULE,49097.0,2023-12-08,468886.0,10.470988683816536,MOTRX_HUMIRA MOLECULE
721,MOTRX,HUMIRA MOLECULE,46354.0,2023-12-15,454662.0,10.19526593381457,MOTRX_HUMIRA MOLECULE
722,MOTRX,HUMIRA MOLECULE,47169.0,2023-12-22,458225.0,10.293851273937477,MOTRX_HUMIRA MOLECULE
723,MOTRX,HUMIRA MOLECULE,41213.0,2023-12-29,392406.0,10.502642671111042,MOTRX_HUMIRA MOLECULE
724,MOTRX,HUMIRA MOLECULE,40138.0,2024-01-05,379147.0,10.586395250391009,MOTRX_HUMIRA MOLECULE
725,MOTRX,HUMIRA MOLECULE,44812.0,2024-01-12,441866.0,10.141536121810685,MOTRX_HUMIRA MOLECULE
726,MOTRX,HUMIRA MOLECULE,34897.0,2024-01-19,359151.0,9.716525918067887,MOTRX_HUMIRA MOLECULE
727,MOTRX,HUMIRA MOLECULE,44772.0,2024-01-26,440552.0,10.162704970128384,MOTRX_HUMIRA MOLECULE
728,MOTRX,HUMIRA MOLECULE,45141.0,2024-02-02,442152.0,10.209385007870598,MOTRX_HUMIRA MOLECULE
729,MOTRX,HYRIMOZ,0.0,2023-07-28,439495.0,0.0,Others
730,MOTRX,HYRIMOZ,0.0,2023-08-04,427894.0,0.0,Others
731,MOTRX,HYRIMOZ,0.0,2023-08-11,431493.0,0.0,Others
732,MOTRX,HYRIMOZ,3.0,2023-08-18,421008.0,0.0007125755330064987,Others
733,MOTRX,HYRIMOZ,0.0,2023-08-25,434762.0,0.0,Others
734,MOTRX,HYRIMOZ,14.0,2023-09-01,436752.0,0.0032054804557277356,Others
735,MOTRX,HYRIMOZ,1.0,2023-09-08,387258.0,0.0002582257822950074,Others
736,MOTRX,HYRIMOZ,7.0,2023-09-15,443434.0,0.0015785889219139713,Others
737,MOTRX,HYRIMOZ,22.0,2023-09-22,440829.0,0.004990597261069485,Others
738,MOTRX,HYRIMOZ,6.0,2023-09-29,432855.0,0.0013861454759677028,Others
